,prozhito_id,sex,occupation_type,relationship_status,education_level,social_class,geographic_type,historical_context,desc_clean
321,963,M,student,unknown,unknown,unknown,unknown,unknown,"школьник, поэт. погиб на войне."
322,823,M,unknown,unknown,unknown,unknown,unknown,unknown,"актёр театра и кино,&nbsp;входил в труппу московского театра &laquo;современник&raquo;."
323,844,F,unknown,unknown,unknown,unknown,unknown,unknown,ученица первого курса архангельской театральной студии. подвергалась политическим репрессиям - в 1946 году была арестована и осуждена &quot;за антисоветскую агитацию&quot; (в качестве доказательства вины использовались записи из личного дневника).
324,3701,M,intellectual,unknown,unknown,working_class,unknown,unknown,"журналист, заслуженный работник культуры рсфср; работник газет и журналов &laquo;юный пионер&raquo;, &laquo;большевистская молодежь&raquo;, &laquo;на культурном посту&raquo;, &laquo;рабочий путь&raquo;; редактор смоленского отделения книжного издательства &laquo;московский рабочий&raquo; (1965-1978 гг.)."
325,1893,M,military,unknown,unknown,unknown,unknown,unknown,"лейтенант, командир взвода пто. дневник вел на фронте. погиб в 1943 году."
326,9751,M,administrative,unknown,vocational,unknown,urban,war_participant,"николай пащинский родом из станицы каменской области войска донского. вел дневник в 1922 г., в возрасте 15 лет, будучи учеником каменского профессионально-технического училища. с 1926 по 1932 гг. трудился на строительстве штеровской гэс в донбассе. с 1932 по 1938 гг. работал на разных должностях в городах красный луч, горловка, сталино. в 1938 г. &ndash; заместитель управляющего областного отделения когиза в биробиджане. затем &ndash; заведующий отделом газеты &laquo;биробиджанская правда&raquo;, позже - секретарь сталинского райкома партии биробиджанской области. участник великой отечественной войны. войну закончил в восточной пруссии. после войны работал в газете &laquo;калининградская правда&raquo;, затем &ndash; заместителем начальника отдела радиоинформации управления культуры калининградского облисполкома."
327,1758,M,intellectual,unknown,higher,working_class,unknown,unknown,"выпускник мвту, инженер. заведующий ремонтной мастерской киноаппаратов в кинокомитете, сотрудник технических отделов главсахара и центральной автосекции. преподаватель высших электротехнических рабочих курсов. позже - заведующий кафедры физики московского инженерно-экономического института им орджоникидзе, кандидат физико-математических наук."
328,8554,F,creative,unknown,unknown,unknown,unknown,unknown,"искусствовед, реставратор, писатель."
329,5615,F,intellectual,unknown,secondary,unknown,urban,unknown,"родилась в красноярске, после школы поступила в сибирский технологический институт (окончила в 1973 г.). в 1975 г. переехала в москву. работала заводе &laquo;микрон&raquo; технологом, потом в институте проблем управления в научной библиотеке. последнее место работы &mdash; библиотека &laquo;дом а. ф. лосева&raquo;."
330,983,F,student,unknown,vocational,unknown,unknown,unknown,в годы ведения дневника (1941-1946) - школьница и учащаяся техникума.
331,5418,M,unknown,unknown,unknown,unknown,urban,unknown,"врач-гинеколог, сотрудник саблинской больницы. свидетель оккупации ленинградской области."
332,5002,F,unknown,unknown,unknown,unknown,urban,unknown,"партизанка, жительница луги. свидетельница оккупации ленинградской области."
333,7650,M,unknown,unknown,unknown,unknown,unknown,unknown,"живописец, график. вел дневник в 1936 - 1937 годах."
334,5603,M,intellectual,unknown,unknown,unknown,unknown,unknown,журналист. родился в селе темгенево сасовского района (рязанская область).
335,7874,F,student,unknown,higher,unknown,unknown,unknown,студентка художественно-графического отделения воронежского педагогического университета. вела дневник в 1996 - 1997 годах.
336,2294,F,intellectual,unknown,unknown,unknown,urban,unknown,"школьница, жительница города свободный. позже - студентка-филолог."
337,7563,M,unknown,unknown,unknown,unknown,unknown,war_participant,участник великой отечественной войны. дневник вел в 1943 году.
338,6015,F,student,unknown,unknown,unknown,unknown,unknown,школьница из горловки (сталинская обл.). вела дневник в 1953 - 1954 годах.
339,6923,M,intellectual,unknown,higher,unknown,unknown,unknown,"юрий алексеевич поляков дата рождения 21 января 1932 место рождения москва дата смерти 10 марта 1992 (60 лет) место смерти пермь научная сфера геология место работы пгниу альма-матер пермский университет учёная степень кандидат наук в википедии есть статьи о других людях с такой фамилией, см. поляков; поляков, юрий; поляков, юрий алексеевич. ю́рий алексе́евич поляко́в (21 февраля 1932 года, москва &mdash; 10 марта 1992 года, пермь) &mdash; советский археолог, кандидат исторических наук[1]. родился в 1932 году в москве. высшее образование получил на историко-филологическом факультете пермского университета, который окончил в 1955 году. устроился на работу в кунгурский краеведческий музей, в котором проработал 2 года[1]. с 1960 года работал в пермском университете, читал лекции по истории первобытного общества, археологии, этнографии, и истории страны до xviii века. в 1963 году заинтересовался гляденовской культурой в среднем и верхнем прикамье."
340,4372,F,unknown,unknown,higher,unknown,urban,unknown,сотрудница кафедры русской литературы львовского университета. вела дневник в 1938 - 1940 гг. во время ссылки в казахстане.
341,8759,F,technical,unknown,unknown,unknown,unknown,unknown,"инженер. участвовала в строительстве главного туркменского канала. в 1957 - 1998 годах жила в мелекессе (позднее - димитровград) ульяновской области, затем в рязани. была организатором и участников литературных клубов.&nbsp;&nbsp;&nbsp;"
342,3599,M,unknown,unknown,unknown,unknown,unknown,unknown,"инспектор далматовского лесничества, бывший офицер эстонской армии. в годы ведения дневника - пенсионер. арестован, дневник был приложен к судебно-следственному делу."
343,7137,F,unknown,unknown,unknown,unknown,urban,unknown,жительница москвы. вела дневник в 1941 - 1946 годах.
344,445,F,intellectual,unknown,secondary,unknown,unknown,unknown,"родилась в семье священника. выпускница вологодского епархиального женского училища. в 1910-х годах преподавала в училище в полтаве. с 1935 года работала учительницей начальных классов в вологодской школе № 2, впоследствии преподавала там русский язык.&nbsp;"
345,1995,F,student,unknown,unknown,unknown,unknown,unknown,"школьница, студентка 2-го молгми им. н.и. пирогова, участница ссо &quot;тропарева 71&quot; и &quot;астрахань 72&quot;. позже - медицинский работник."
346,2251,M,creative,unknown,unknown,unknown,urban,blockade_witness,"писатель, журналист, правозащитник, диссидент. свидетель блокады ленинграда. в 1972 г. ездил в казахстан."
347,8584,M,unknown,unknown,unknown,unknown,urban,unknown,"педагог, судомоделист.&nbsp;житель мурманска."
348,2576,M,student,unknown,unknown,unknown,urban,unknown,"житель тулы. во время ведения дневника - школьник, комсомолец. вел дневник перед уходом на фронт."
349,417,M,unknown,unknown,unknown,unknown,unknown,unknown,"работник аппарата цика, основатель правительственной библиотеки кремля, конфидент демьяна бедного, помощник авеля енукидзе. 11 февраля 1935 года был арестован по &laquo;кремлёвскому делу&raquo;, спустя немногим более трёх месяцев умер в тюремной больнице."
350,973,M,unknown,unknown,unknown,unknown,unknown,unknown,химик-органик. член-корреспондент ан ссср с 1933 года. дневник вел находясь в оккупированном минске.
351,662,M,unknown,unknown,unknown,unknown,unknown,unknown,"деятель отечественной электронной промышленности, руководитель главного научно-технического управления министерства электронной промышленности ссср."
352,9627,M,intellectual,child,unknown,unknown,urban,war_participant,"медик, во время ведения дневника - врач в поликлинике. участник великой отечественной войны, свидетель блокады ленинграда. сын ф. прусовой."
353,5944,M,student,unknown,unknown,unknown,urban,unknown,"житель москвы. студент миит. в 1946 году погиб, утонув в реке неман."
354,7331,M,unknown,unknown,unknown,unknown,urban,unknown,житель деревни сосноватка в тверской области. пенсионер. вел дневник в 1984 - 2004 годах.
355,2542,M,unknown,unknown,unknown,unknown,urban,unknown,"житель города солигалича, дневник вел с 1927 по 1930 год."
356,7938,M,intellectual,unknown,unknown,unknown,unknown,unknown,преподаватель физики.
357,932,F,manual_labor,unknown,unknown,working_class,unknown,unknown,работница текстильной промышленности.
358,952,M,technical,married,secondary,unknown,urban,unknown,"архитектор. в годы ведения дневника &mdash; учащийся московской школы, пловец. &nbsp; 1925г. родился розен александр яковлевич в г. воронеже.&nbsp; его дед по материнской линии - яков исаакович был кожевником, бабушка не работала. в 1917 году семья переехала в &nbsp;г. москву.&nbsp; мать - инна яковлевна файнберг (после замужества &ndash;розен). место рождения &nbsp;г.бахмач, черниговской области. данных о родителях &nbsp;нет. в семье 5 сестер &ndash; этель, инна (мама александра), раиса, дуся (ида), людмила, брат израиль. 1900 год. (дата рожд. ориентировочная, данных о родителях нет) 1924 год женился на инне яковлевне файнберг. 1925 год &ndash; развелся с инной яковлевной розен 1939-41г.г.после ареста матери проживал в г. москве в одной комнате с отцом, увлеченно занимался плаванием. 1941г., 16 октября выехал из г. москвы с отцом на грузовой машине в г.ульяновск, отец сопровождал ответственный служебный груз. 1941 г., декабрь, возвращение с отцом и мачехой в г.москву &nbsp;&nbsp; &nbsp;1942 г. закончил школу-десятилетку. школа № 327 &nbsp;&nbsp; &nbsp;1943-44 .г.г. служба в советской армии &nbsp;&nbsp; &nbsp;1944 г. возвращение в г.москву, работа грузчиком &nbsp;&nbsp; &nbsp;1945 г. поступление в мархи &nbsp;&nbsp; &nbsp;1947г. встреча с матерью в г. москве &nbsp;&nbsp; &nbsp;1950 г.- окончание мархи &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; после 1950 г. женился, жена &ndash; коган эра 1953 г. встреча с матерью в г. москве после ее второй &nbsp;ссылки после 1950 г. работа архитектором в г. москве, имеет.2х дочерей, внуков. жена умерла. в настоящее время на пенсии. &nbsp;"
359,6716,M,unknown,unknown,unknown,unknown,urban,war_participant,свидетель блокады ленинграда. участник великой отечественной войны.
360,851,F,unknown,unknown,unknown,unknown,urban,blockade_witness,свидетельница блокады ленинграда.
361,4780,F,unknown,unknown,unknown,unknown,urban,unknown,жительница луганска. работала аптекарем.
362,8321,M,administrative,unknown,unknown,unknown,urban,unknown,"с 1949 г. - директор глазовского лесхоза удмуртской республики, с 1955 г. заведующий городским отделом коммунального хозяйства, заместитель председателя горисполкома г. глазова. в 1966-1976 гг возглавлял коллектив глазовской мебельной фабрики."
363,7281,F,technical,family_member,unknown,unknown,urban,blockade_witness,инженер. работала в ленинградских проектных институтах &quot;гипробум&quot; и &quot;проектавтоматика&quot;. свидетельница блокады ленинграда. сестра ирины морозовой. вела дневник в эвакуации в г. джамбул в 1942-1943 годах.
364,5628,M,unknown,unknown,unknown,unknown,unknown,war_participant,фронтовик.
365,2940,M,intellectual,unknown,unknown,unknown,urban,war_participant,"сельский учитель в лужском районе ленинградской области. участник войны, свидетель оккупации."
366,2455,M,unknown,unknown,unknown,unknown,urban,blockade_witness,во время ведения дневника - начальник цеха №9 завода им. молотова. свидетель блокады ленинграда.
367,829,F,intellectual,unknown,secondary,unknown,unknown,unknown,учительница русского языка и литературы в средней школе.
368,978,M,unknown,unknown,unknown,unknown,unknown,unknown,"подросток, финн. в начале войны выслан в сибирь."
369,2325,M,intellectual,unknown,unknown,unknown,unknown,war_participant,"преподаватель истории кпсс, участник великой отечественной войны, гвардии капитан."
370,5572,F,student,unknown,unknown,unknown,unknown,unknown,во время ведения дневника &mdash; московская школьница.
371,2949,F,creative,unknown,advanced,unknown,urban,unknown,"физик, кандидат наук (мгу), dr. rer. nat. активистка женского движения в ссср, участница женского правозащитного клуба в ленинграде, сотрудница и автор самиздатовского журнала &quot;мария&quot;. с 1981 года живет в германии. в настоящее время - писатель."
372,2478,F,technical,unknown,unknown,unknown,urban,unknown,"техник-конструктор, с конца 1980-х - жительница села первомайское каргапольского района курганской области."
373,2668,M,intellectual,unknown,advanced,unknown,unknown,unknown,"зоолог, директор северо-кавказской станции защиты растений. позже - профессор мгу и академик ан усср."
374,1799,M,technical,unknown,unknown,unknown,unknown,unknown,"инженер-акустик. капитан i ранга. во время войны - инженер-майор, служил на черноморском флоте. кавалер ордена красной звезды."
375,1857,F,intellectual,unknown,unknown,unknown,unknown,unknown,врач.
376,1720,M,unknown,unknown,unknown,unknown,urban,unknown,колхозник; во время ведения записей &mdash; житель деревни котажка (шенкурский район архангельской области).
377,2531,M,military,unknown,unknown,unknown,urban,unknown,"капитан первого ранга, дневник вел во время кругосветного путешествия в 1941-1942 гг. ледокола &quot;анастас микоян&quot;."
378,2322,F,intellectual,unknown,unknown,unknown,urban,blockade_witness,"школьница, в годы войны - медсестра в госпитале. свидетельница блокады ленинграда."
379,3381,M,unknown,unknown,secondary,unknown,unknown,unknown,"поэт, философ. вёл дневник после окончания школы. в дневнике описаны туристическая поездка по енисею, поступление в кемеровский государственный университет и учёба на 1-м курсе."
380,2132,M,technical,parent,unknown,unknown,unknown,unknown,инженер-электрик. отец троих детей.
381,4174,M,unknown,unknown,unknown,unknown,urban,unknown,прокурор. житель ногинска. вел дневник в 1987 - 1990 гг.
382,2310,F,student,child,unknown,unknown,unknown,unknown,"школьница, дочь галины щербаковой."
383,9436,M,unknown,unknown,unknown,unknown,urban,unknown,житель кирова. в 1993 - 2006 годах&nbsp;работал в уголовном розыске на транспорте. с 2006 года сотрудник ведомственных и частных охранных предприятий и служб безопасности. вел дневник в 1990 - 2000-х годах.
384,1858,M,creative,unknown,unknown,unknown,unknown,unknown,"астраханский художник, археолог, поэт, автор песен под гитару и научных статей по нумизматике золотой орды. в школьные годы (1972-1973) посещал кружок юннатов, вёл дневник наблюдений за природными явлениями."
385,7139,F,unknown,unknown,unknown,unknown,urban,blockade_witness,свидетельница блокады ленинграда.
386,5709,F,student,unknown,unknown,unknown,unknown,unknown,школьница из якутска. подруга лады михеевой. вела дневник в 1987 году.
387,2854,M,intellectual,unknown,advanced,unknown,unknown,unknown,"конструктор, доктор технических наук, в 1943-1961 сотрудник цакб. в 1961-1963 заместитель главного конструктора одного из оборонных предприятий москвы, с 1963 - преподаватель. дневники вёл в 1957-1959 годах."
388,941,M,military,unknown,unknown,unknown,unknown,unknown,"юрист, земский начальник самарского уезда, присяжный поверенный. в годы i мв старший адъютант по хозяйственной части военной бригады. во время гражданской войны - интендант в армии колчака. из владивостока с семьей выехал в харбин."
389,2370,M,creative,family_member,unknown,unknown,unknown,unknown,"писатель и литературовед, пушкинист. брат слонимского м. л."
390,1987,M,administrative,unknown,unknown,middle_class,urban,unknown,мещанин в г. рыбинске. после революции &mdash; бухгалтер на моторостроительном заводе в г. рыбинске.
391,1026,M,unknown,unknown,unknown,unknown,unknown,unknown,"комсомолец, сотрудник строительной организации."
393,6411,M,unknown,unknown,unknown,unknown,unknown,unknown,с 1937 по 1990 годы председатель норильского горисполкома.
394,3695,F,creative,unknown,unknown,unknown,unknown,unknown,"публицист и очеркист, прозаик, писатель-фантаст, собиратель фольклора и мемуарист. дневник вела с 1925 до конца жизни."
395,7969,M,student,unknown,higher,unknown,urban,unknown,"уроженец города сычевка смоленской губернии. до войны студент факультета боеприпасов и патронных гильз тульского механического института. в июле 1941 года ушел добровольцем на фронт. в августе 1942 года 11 дней находился в плену, откуда ему удалось сбежать. арестован, приговорен к 10 годам итл. умер в лагере."
396,2792,M,intellectual,unknown,unknown,unknown,urban,unknown,"учитель. дневник вел на в 1942 году, находясь в ленинградском госпитале после ранения."
397,1402,M,student,unknown,vocational,unknown,unknown,unknown,"учащийся авиационного техникума в перми, слесарь-ремонтник. вел дневник с 1.05.1942 - 9.04.1947"
398,1656,M,technical,unknown,higher,middle_class,unknown,unknown,"служащий (помощник делопроизводителя, работник телеграфа). после окончания петровской (тимирязевской) академии - инженер."
399,3326,M,student,unknown,unknown,unknown,urban,unknown,"школьник, житель гатчины."
400,9750,M,student,unknown,higher,unknown,urban,blockade_witness,студент химического факультета лгу. свидетель блокады ленинграда. вел дневник в 1941 - 1942 годах.
401,842,M,technical,unknown,unknown,unknown,unknown,unknown,"инженер-конструктор, строитель. дневник вел в командировке в социалистическую республику вьетнам."
402,1558,M,administrative,unknown,secondary,unknown,unknown,unknown,во время второй мировой войны &mdash; офицер. после войны &mdash; директор понькинской основной школы.
403,1842,M,intellectual,parent,secondary,unknown,unknown,unknown,"во время ведения дневника &mdash; школьник в потсдаме, сын учителя математики в школе для детей советских офицеров. кандидат технических наук. отец белорусского поэта дмитрия строцева."
404,1750,M,unknown,unknown,unknown,unknown,urban,unknown,"подросток, житель села бурцево, пропал без вести во время немецкой оккупации."
405,7772,F,unknown,unknown,secondary,unknown,urban,unknown,воспитатель. вела дневник отряда пионерского городского лагеря &quot;солнышко&quot; при школе №35 г. пермь.
406,5111,M,unknown,unknown,unknown,unknown,urban,unknown,молодой житель барнаула. вел дневник в начале 1930-х годов.
407,4734,F,student,unknown,unknown,unknown,unknown,unknown,петербургская школьница.
408,1672,F,student,unknown,secondary,unknown,unknown,unknown,гимназистка.
409,1910,F,technical,unknown,higher,unknown,unknown,unknown,инженер. во время ведения дневника &mdash; студентка физического факультета мгу.
410,6754,F,intellectual,unknown,secondary,unknown,urban,unknown,"тарунина зинаида ивановна родилась 21 мая 1913 года в семье мещанина городе шадринск пермской губернии. после окончания в 1929 г. шадринской школы 2-й ступени работала учителем в школе селе кривское ольховского района шадринского округа. уральской обл., с 1930 г. заведующей гилевской деревенской школой баженовского района свердловского округа. уральской обл. в 1934 г. с семьей переехала в г. пермь. окончив литфак пгпи в 1938 г., работала учителем русского языка и литературы в школе № 11, в 1946 г. старшим лаборантом кафедры истории западной литературы историко-филологического факультета госуниверситета, до 1948 г. учителем литературы в школе № 31. в 1948-1961 гг. работала лектором областного лекционного бюро пермского облисполкома, затем учителем литературы в шрм № 7 до 1968 г. увлекалась живописью и литературой, писала портреты, пейзажи, композиции из цветов, с 1981 г. являлась художником секции живописи любительского объединения художников &quot;прикамье&quot;. награждена медалью &quot;за доблестный труд в великой отечественной войне 1941-1945 гг.&quot; и &quot;50 лет победы в великой отечественной войне 1941-1945 гг.&quot;. умерла 6 июня 1999 года."
411,1942,F,unknown,unknown,secondary,unknown,urban,unknown,"родилась не ранее 1910. во время ведения дневника &mdash; выпускница школы, жительница ярославля. записи охватывают события 1928 года."
412,1614,F,unknown,married,unknown,unknown,unknown,unknown,дочь крымского дворянина с.м. топалова и племянница жены айвазовского - анны никитичны (мкртичевны) саркисовой-бурназян.
413,7300,F,administrative,unknown,secondary,unknown,urban,unknown,"учащаяся школы в городе горячий ключ, краснодарского края, студентка мхти им. д. и. менделеева в москве, сотрудница вниимэт и окбм по &quot;гранат&quot; в калуге, замдиректора оц ннту."
414,2607,M,unknown,unknown,unknown,unknown,unknown,unknown,"телеграфист, ревизор инструктор связи калининской железной дороги. свидетель немецкой оккупации ржева."
415,1001,M,intellectual,unknown,unknown,unknown,unknown,unknown,"преподаватель в химическом институте в иваново. участник i и ii мировых войн. играл в самодеятельном театре, сочинял стихи, эпиграммы, читал лекции."
416,6286,M,student,unknown,unknown,unknown,unknown,unknown,школьник из каменск-уральского (свердловская область).
417,587,M,intellectual,family_member,advanced,unknown,unknown,unknown,"литературовед, критик, доктор филологических наук, профессор иркутского госуниверситета, библиофил, исследователь литературного движения в сибири. в годы ведения дневника - ученик старших классов."
418,1270,M,technical,unknown,unknown,unknown,urban,unknown,"инженер-связист, начальник радиоузла в дка города омск."
419,5614,M,unknown,unknown,unknown,unknown,unknown,war_participant,"красноармеец, участник войны. награжден медалью &quot;за отвагу&quot;."
420,5743,M,unknown,unknown,higher,unknown,urban,unknown,уроженец перми. выпускник московского энергетического института. с 1957 по 2010 г. занимал различные должности в нии-2 министерства обороны в твери.
421,1908,F,student,unknown,higher,unknown,urban,blockade_witness,"во время ведения дневника &mdash; школьница, свидетельница блокады ленинграда. работала в госпитале. после войны окончила медицинский институт. в 1990-е эмигрировала в германию."
422,6372,F,unknown,unknown,secondary,unknown,urban,unknown,ученица женской средней школы города куйбышева. вела дневник в 1953&mdash;1954 гг.
423,1827,F,student,child,unknown,unknown,unknown,unknown,в момент ведения дневника (1955-1956) - школьница. дочь министра оборонной промышленности ссср д. устинова.
424,1828,F,unknown,married,unknown,unknown,unknown,unknown,жена маршала д.ф. устинова. дневник посвящен наблюдениям за новорожденным сыном.
425,2337,F,unknown,unknown,secondary,unknown,urban,unknown,"нина петровна федорова родилась в санкт-петербурге, в семье врачей. окончила бестужевские курсы, историко-филологический факультет (1903-1910 гг.), затем в 1910 г. педагогическую академию, где осталась преподавать. в какой-то момент появился интерес к экскурсионному делу, которому в итоге она посвятила всю свою жизнь. преподавала в василеостровской школе."
426,7345,M,unknown,unknown,unknown,unknown,urban,unknown,лесовод и геоботаник. поэт. житель ленинграда. с 1966 года - сотрудник нии лесного хозяйства. вел дневник во время охотничьей поездки по ленинградской области в 1965 году.
427,4391,F,unknown,unknown,unknown,unknown,unknown,unknown,"вела дневник во время поездки в прибалтику в 1963 году совместно с галиной и владимиром смеловыми, владимиром федотовым. также вела дневники поездок в 1975, 1976 и 1980 годах."
428,9518,M,intellectual,unknown,unknown,unknown,unknown,unknown,"политический деятель, правовед, историк философии."
429,71,M,creative,unknown,unknown,unknown,unknown,unknown,"писатель, журналист. подвергался репрессиям."
430,2608,M,technical,unknown,unknown,unknown,urban,blockade_witness,"инженер, специалист по металлическому оборудованию в проектном бюро на заводе &quot;большевик&quot;. свидетель блокады ленинграда."
431,832,M,intellectual,unknown,unknown,unknown,unknown,unknown,в 1950-е - студент-геолог.
432,5213,F,student,unknown,unknown,unknown,urban,unknown,"уроженка села звонарев кут, омской обл. из семьи депортированных поволжских немцев. в период ведения дневника школьница."
433,4908,M,intellectual,unknown,unknown,unknown,urban,unknown,"музыковед, музыкальный редактор, художественный руководитель ленинградской филармонии (с 1976 г.)."
434,902,M,creative,unknown,unknown,upper_class,unknown,unknown,"советский зоолог, биогеограф, эколог и художник-анималист. мастер экологического анализа взаимосвязей между животными и природной средой.&nbsp;переработал шкалу глазомерной комплексной оценки урожая плодов и семян на деревьях."
435,5023,M,unknown,unknown,unknown,unknown,unknown,unknown,протоиерей православной церкви в америке. член народно-трудового союза. вел религиозные передачи на радиостанциях &quot;голос америки&quot; и &quot;свобода&quot;.
436,4282,M,intellectual,unknown,advanced,unknown,unknown,unknown,"врач, биохимик. доктор медицинских наук (1953), профессор (1956). во время войны главный токсиколог 60-й армии. в 1945 принимал участие в освобождении освенцима; по рекомендации фридлянда были организованы первые госпитали для узников концлагеря. впоследствии работал в различных научных институтах в москве и ярославле."
437,366,M,creative,unknown,higher,unknown,unknown,unknown,"художник, выпускник московского института имени в. и. сурикова."
438,3388,M,unknown,unknown,unknown,unknown,urban,blockade_witness,свидетель блокады ленинграда.
439,1951,F,intellectual,child,unknown,unknown,urban,unknown,журналист. дочь известного татарского эпиграфиста и археолога г.в. юсупова.
440,7809,F,manual_labor,unknown,unknown,unknown,urban,blockade_witness,"во время ведения дневника (1939-1941) - ленинградская школьница, затем токарь на заводе. свидетельница блокады ленинграда."
441,7652,M,unknown,unknown,unknown,unknown,unknown,unknown,"ефрейтор, в годы второй мировой войны &mdash; повар дулага-150."
442,6281,M,student,unknown,higher,unknown,unknown,unknown,"школьник, вел дневник в эвакуации. позже - выпускник московского педагогического института им. потемкина (физ-мат. факультет), работал научным сотрудником в различных институтах."
443,7822,M,unknown,unknown,unknown,unknown,unknown,war_participant,участник великой отечественной войны. дневник вел в июне 1941 года.
444,1751,M,unknown,unknown,unknown,unknown,unknown,unknown,руководитель плотницкой артели.
445,6735,M,creative,unknown,unknown,unknown,unknown,unknown,"театральный актер, режиссер. значительную часть жизни работал в перми и в пермской губернии. вел дневник в 1919 - 1945 годах."
446,1805,F,student,unknown,higher,unknown,unknown,unknown,студентка 1 курса химфака свердловского университета. дневник вела в соавторстве с тремя однокурсницами.
447,3308,F,intellectual,child,secondary,unknown,urban,unknown,"лингвист, доктор филологических наук, профессор новосибирского государственного университета, главный научный сотрудник института филологии со ран, заслуженный деятель науки рф; глава новосибирской синтаксической школы. дочь карпова и. в. и де-метц (карповой) т. г., сестра заславской (карповой т. и.), внучка де-метца г. г."
448,808,M,student,unknown,secondary,unknown,unknown,unknown,в 1930-е гг. &mdash; учащийся московской школы.
449,1416,M,intellectual,unknown,higher,unknown,unknown,unknown,"исследователь творчества и биографии ахматовой. в 1948 закончил историко-архивный институт. работал в главархиве, с 1963 по 1972 был заместителем директора цгали. с 1972 года &mdash; ученый секретарь археографической комиссии академии наук."
450,1211,M,unknown,unknown,unknown,unknown,unknown,unknown,медик. дневник вел в 1914-1919 гг.
451,2270,M,unknown,unknown,unknown,unknown,unknown,unknown,"колхозник. дневник вел во время войны, в которой принимал участие в составе танковой бригады № 183."
452,5188,M,intellectual,unknown,advanced,upper_class,unknown,unknown,"советский фольклорист, этнограф и литературовед, доктор исторических наук, профессор мгу"
453,2368,M,intellectual,unknown,higher,unknown,unknown,unknown,"преподаватель философии в академии имени жуковского, потом в московском университете мвд. катехизатор в храме при московском университете мвд."
454,1881,F,student,unknown,vocational,unknown,unknown,unknown,"школьница, студентка техникума."
455,3412,F,unknown,child,unknown,unknown,unknown,unknown,дочь николая чхеидзе.
456,985,F,student,unknown,higher,unknown,unknown,unknown,"студентка геологического факультета мгу, участница студенческой экспедиции."
457,901,M,unknown,unknown,unknown,unknown,unknown,war_participant,"участник войны, радист."
458,2324,M,technical,unknown,unknown,unknown,urban,unknown,"житель харбина, дневник вел в 1928 году в момент репатриации в ссср. позже - инженер-артиллерист. умер до 2008."
459,1631,M,military,unknown,unknown,unknown,unknown,unknown,"подполковник, во время ведения дневника - военный советник в анголе."
460,2016,M,manual_labor,unknown,unknown,working_class,unknown,unknown,крестьянин села измайлова реутовского района. в 1933 году был осуждён по ст. 58-10 ук рсфср как член кулацкой антисоветской организации. вёл дневник в 1931-1932 гг.
461,9557,M,military,unknown,unknown,unknown,unknown,unknown,"лейтенант,&nbsp;командир&nbsp;одной из рот 2-го батальона 1097 сп. 326 сд., с февраля 1942 г. &ndash;&nbsp;473 сп 154 сд."
462,6806,M,intellectual,unknown,vocational,unknown,urban,war_participant,"шелковников александр сергеевич (1902-1996) - ветеран колхозного строительства, краевед родился 28 сентября 1902 года в дер. борисово пермского уезда и губернии. обучался в копалинском двухклассном училище. в 1920-1921 гг. работал конторщиком, письмоводителем в канцелярии калинского лесничества, затем трудился в индивидуальном крестьянском хозяйстве. в 1928 г. являлся председателем верхне-борисовской молочно-маслодельной артели (впоследствии чусовское районное контрольно-животноводческое товарищество &quot;животновод&quot;), в 1929-1930 гг. председателем, затем счетоводом борисовского товарищества по совместной обработке земли им. в.п. вагина (впоследствии колхоз &quot;15 лет октября&quot;). работал в чусовском райколхозсоюзе инструктором-организатором до 1934 г., затем являлся уполномоченным областного управления &quot;уралживколхозферм&quot; по чусовскому р-ну. работал с 1935 по 1948 год в земельных отделах чусовскогог райисполкома и горисполкома. с 1948 г. был директором подсобного хоз-ва орс чусовской сплавной конторы, затем экономистом, зоотехником в тресте &quot;чусовлесдревмет&quot;. с 1950 г. работал на пермской областной государственной с.-х. опытной станции старшим агрономом, зоотехником отдела животноводства, до выхода на пенсию по инвалидности в 1960 г. являлся освобожденным председателем профкома станции. состоял селькором газеты &quot;чусовской рабочий&quot; и &quot;крестьянской газеты&quot;. занимался краеведением, изучал историю становления советской власти и проведения коллективизации в чусовском р-не пермской обл. награжден медалью &quot;за доблестный труд в великой отечественной войне 1941-1945 гг.&quot;. умер 9 января 1996 года."
463,9727,M,intellectual,unknown,higher,unknown,urban,unknown,"родился в пятигорске в семье известного агронома ивана спиридоновича шелухина. в детстве жил в москве. закончил ленинградскую военно-медицинскую академию, после ее окончания служил врачом на камчатке, после вернулся в ленинград, занимался научной работой в военно-медицинской академии, преподавал."
464,9216,M,student,unknown,unknown,unknown,unknown,unknown,петербургский школьник. вел дневник в 1998 - 2003 годах.
465,2541,M,unknown,unknown,higher,upper_class,urban,unknown,"польский дворянин, библиотекарь в петербургском университете и славянском отделе библиотеки академии наук, полиглот. в 1926-29 гг. заключенный соловецкого лагеря. дневник вел после освобождения."
466,1639,F,unknown,unknown,unknown,unknown,urban,blockade_witness,свидетельница блокады ленинграда.
467,7923,F,creative,unknown,unknown,unknown,urban,unknown,"писатель, публицист, литературный редактор. жительница воронежа."
468,7797,M,unknown,unknown,unknown,unknown,urban,unknown,уроженец города белого смоленской губернии. с 1935 года служил в ркка. вел дневник в 1939 - 1946 годах. впоследствии работал закройщиком на обувной фабрике в харькове
